S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
2865,Chevrolet Spark 1.0 LT,Kochi,2018,50619,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,,2.0
2866,BMW 3 Series 320d,Coimbatore,2015,103905,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,43.31 Lakh,9.92
2867,Hyundai EON Era Plus,Kochi,2024,15334,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.69
2868,Maruti Swift Dzire VDI,Hyderabad,2019,69000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.75
2869,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2020,75160,Diesel,Manual,First,20.14 kmpl,1498 CC,88.5 bhp,5.0,,5.7
2870,Honda Amaze E i-Vtech,Coimbatore,2020,44753,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.94
2871,Volkswagen Vento Petrol Highline AT,Kochi,2018,53024,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,4.29
2872,Maruti Wagon R Stingray VXI,Kolkata,2020,23840,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.0
2873,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2020,81298,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,6.5
2874,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2021,59000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.9
2875,Honda Amaze SX i-DTEC,Kochi,2022,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.4
2876,Audi A6 35 TDI Matrix,Delhi,2020,56000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,59.38 Lakh,24.0
2877,Tata Tigor 1.05 Revotorq XZ Option,Kochi,2025,29279,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5.0,,7.46
2878,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2023,33550,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,15.86 Lakh,9.6
2879,Audi A6 35 TDI Matrix,Hyderabad,2020,62000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,67.1 Lakh,25.0
2880,Nissan Terrano XL 110 PS,Hyderabad,2020,66000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,6.8
2881,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2022,46630,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,,8.59
2882,Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2022,72566,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,,5.29
2883,Tata Venture EX,Pune,2017,51482,Diesel,Manual,First,15.42 kmpl,1405 CC,70 bhp,8.0,,2.5
2884,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2017,90000,Diesel,Automatic,First,14.84 kmpl,2143 CC,167.62 bhp,5.0,,13.9
2885,Toyota Fortuner 4x2 Manual,Jaipur,2020,69000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7.0,,20.0
2886,Honda City 1.5 V MT,Delhi,2017,90000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,3.4
2887,Hyundai i20 Asta Option 1.2,Mumbai,2021,39000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.5
2888,Volkswagen Vento Diesel Trendline,Hyderabad,2018,110000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65
2889,Ford Endeavour 2.5L 4X2 MT,Kochi,2017,68022,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7.0,,5.86
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2024,27852,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,14.1 Lakh,10.44
2891,Maruti Swift VDI BSIV,Bangalore,2019,58291,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,5.0
2892,Hyundai i20 Sportz Diesel,Coimbatore,2017,68439,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3.37
2893,Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,2017,150000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,6.95
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2024,14000,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5.0,12.22 Lakh,9.9
2895,Ford Figo Diesel Titanium,Hyderabad,2018,71558,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.3
2896,Porsche Panamera Diesel,Delhi,2019,48000,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,4.0,,50.5
2897,Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2021,65800,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,12.5
2898,Audi A4 2.0 TDI Multitronic,Hyderabad,2020,53000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,20.5
2899,Mahindra XUV500 W8 4WD,Kolkata,2023,14600,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,14.5
2900,Isuzu MUX 4WD,Jaipur,2023,34429,Diesel,Automatic,First,13.8 kmpl,2999 CC,174.57 bhp,7.0,33.68 Lakh,20.0
2901,Maruti Swift Dzire VDI,Delhi,2020,52000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.25
2902,Maruti Ciaz ZXi,Kolkata,2021,25470,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,5.9
2903,Hyundai EON Era Plus,Pune,2019,22000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.6
2904,Mercedes-Benz E-Class 280 CDI,Chennai,2013,75000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,11.0
2905,BMW 5 Series 2003-2012 520d,Pune,2017,95995,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,15.5
2906,Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2023,26877,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,,5.75
2907,Jaguar XJ 3.0L Portfolio,Hyderabad,2021,26000,Diesel,Automatic,First,14.47 kmpl,2993 CC,301.73 bhp,5.0,,75.0
2908,Maruti Swift Ldi BSIII,Chennai,2013,140000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5.0,,2.0
2909,Hyundai Santro Xing GLS,Hyderabad,2014,95291,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.3
2910,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,135000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,8.2
2911,Hyundai i20 Sportz 1.2,Kolkata,2021,32000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.8
2912,Mercedes-Benz E-Class 280 CDI,Mumbai,2014,68333,Diesel,Automatic,Second,11.0 kmpl,2987 CC,198.5 bhp,5.0,,8.5
2913,Ford Figo Diesel ZXI,Chennai,2017,72000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.9
2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,2018,52100,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5.0,19.27 Lakh,6.5
2915,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2024,10000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.96 Lakh,5.85
2916,Jeep Compass 2.0 Limited 4X4,Coimbatore,2025,6261,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,26.95 Lakh,23.91
2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,2025,3906,Petrol,Automatic,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,7.96 Lakh,7.36
2918,Toyota Fortuner 3.0 Diesel,Pune,2020,55960,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,17.25
2919,Volkswagen Vento Diesel Highline,Jaipur,2019,144000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,7.0
2920,Toyota Innova Crysta 2.4 VX MT,Mumbai,2023,38000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,23.06 Lakh,17.65
2921,Ford Figo Diesel Celebration Edition,Jaipur,2019,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.1 bhp,5.0,,2.5
2922,Toyota Platinum Etios 1.4 GXD,Hyderabad,2021,150000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,9.58 Lakh,6.0
2923,Mahindra Thar DI 4X4,Mumbai,2024,2500,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7.0,,8.25
2924,Land Rover Range Rover HSE Dynamic,Kochi,2024,41661,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.83
2925,BMW 3 Series 320d Highline,Delhi,2017,64000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,10.5
2926,Hyundai Accent GLS,Bangalore,2014,80000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,1.9
2927,Maruti Celerio ZXI AT,Jaipur,2022,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25
2928,Jaguar XF 2.2 Litre Luxury,Chennai,2020,43000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,26.5
2929,Audi A6 2.7 TDI,Bangalore,2019,90000,Diesel,Automatic,Second,12.4 kmpl,2698 CC,179.5 bhp,5.0,,22.5
2930,Nissan Micra Diesel XV,Hyderabad,2017,123880,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.3
2931,Honda Amaze S i-Vtech,Jaipur,2021,42000,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.3
2932,Renault Duster 85PS Diesel RxL Option,Chennai,2018,79824,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.25
2933,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2021,75000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,11.75
2934,Honda Amaze E i-Vtech,Ahmedabad,2020,72411,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.25
2935,Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,2018,63000,Diesel,Automatic,First,14.94 kmpl,2143 CC,204 bhp,5.0,,14.22
2936,Toyota Etios Liva G,Chennai,2021,53713,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5.0,,4.2
2937,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,2023,18000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,20.8 Lakh,18.25
2938,Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,2019,51000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5.0,,18.5
2939,Maruti Swift VXI BSIII,Chennai,2014,86700,Petrol,Manual,Second,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.4
2940,Maruti Baleno Alpha 1.3,Kolkata,2022,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,6.5
2941,Hyundai Santro Xing GL Plus LPG,Hyderabad,2020,56000,LPG,Manual,First,13.45 km/kg,1086 CC,62.1 bhp,5.0,,3.2
2942,Maruti Celerio VXI AT,Mumbai,2021,33000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.99
2943,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2020,64394,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.45
2944,Tata Manza Aura Quadrajet,Hyderabad,2016,76000,Diesel,Manual,First,18.8 kmpl,1248 CC,90 bhp,5.0,,2.7
2945,Honda Jazz 1.5 SV i DTEC,Mumbai,2022,48719,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,6.25
2946,Mahindra XUV500 W8 2WD,Coimbatore,2022,59711,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,13.28
2947,Nissan Micra Diesel XV Premium,Hyderabad,2018,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.7
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2024,10714,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.51
2949,Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2016,127510,Diesel,Manual,Second,19.0 kmpl,1248 CC,90 bhp,5.0,,1.4
2950,Maruti Swift VDI,Kolkata,2020,35010,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.5
2951,Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,2018,75451,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,,3.78
2952,Tata Indigo eCS LS (TDI) BS-III,Pune,2021,83000,Diesel,Manual,First,19.09 kmpl,1405 CC,69.01 bhp,5.0,,2.7
2953,Honda Amaze S i-Dtech,Kolkata,2019,38755,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.2
2954,Maruti Swift VXI BSIV,Delhi,2022,30000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.0
2955,Maruti Ertiga ZDI,Chennai,2018,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,7.0
2956,Hyundai Grand i10 Era,Kolkata,2020,19500,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,2.85
2957,Nissan Micra Active XV,Ahmedabad,2022,41000,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,5.0,6.78 Lakh,4.25
2958,Hyundai Grand i10 Asta Option,Bangalore,2020,30000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,4.9
2959,Jeep Compass 2.0 Sport,Hyderabad,2023,37000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,19.91 Lakh,16.9
2960,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2020,62000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.25
2961,Honda Amaze S AT i-Vtech,Pune,2021,42023,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,4.34
2962,BMW X3 xDrive20d Advantage Edition,Kolkata,2018,51001,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,,17.0
2963,BMW 3 Series 320d Luxury Line,Kochi,2023,55389,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,28.45
2964,Honda City V AT,Kochi,2020,46728,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,6.15
2965,Mahindra Ssangyong Rexton RX5,Kochi,2020,58995,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7.0,,9.25
2966,Maruti Swift Dzire LDI,Delhi,2021,37857,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.85
2967,Maruti Swift VDI BSIV,Jaipur,2020,71000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.8
2968,Honda Brio S Option MT,Pune,2018,49024,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5.0,,2.3
2969,Hyundai Grand i10 Sportz,Mumbai,2022,10770,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.75
2970,Tata Zest Quadrajet 1.3 75PS XM,Pune,2023,72000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.93 Lakh,5.0
2971,Hyundai EON Era Plus,Jaipur,2021,91000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.5
2972,Hyundai i20 1.2 Spotz,Mumbai,2023,14000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.95
2973,Volvo S60 D4 KINETIC,Delhi,2020,48000,Diesel,Automatic,Second,9.0 kmpl,1984 CC,181 bhp,5.0,,16.0
2974,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2020,75136,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.15
2975,Maruti Ritz VXI,Hyderabad,2020,32500,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,5.0,,4.05
2976,Hyundai i20 1.4 CRDi Magna,Hyderabad,2016,94500,Diesel,Manual,Second,21.9 kmpl,1396 CC,90 bhp,5.0,,3.1
2977,Maruti Dzire VXI,Hyderabad,2019,34900,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,7.97 Lakh,5.49
2978,Porsche Panamera 2010 2013 4S,Coimbatore,2016,42400,Petrol,Automatic,Third & above,8.0 kmpl,4806 CC,394.3 bhp,4.0,,42.91
2979,Maruti Swift VDi BSIII W/ ABS,Jaipur,2021,50000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,,5.7
2980,Honda Brio S MT,Kolkata,2020,35000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2.85
2981,Chevrolet Beat LS,Bangalore,2018,37000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,2.35
2982,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2024,32807,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,14.76
2983,Honda City ZX GXi,Pune,2014,119000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,,2.25
2984,Maruti Ritz LXi,Mumbai,2022,12000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,3.65
2985,Ford EcoSport 1.5 TDCi Trend,Delhi,2022,46727,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,7.25
2986,BMW 3 Series 320d,Hyderabad,2016,73336,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,,10.69
2987,Hyundai Verna 1.6 SX VTVT,Mumbai,2020,9000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,5.5
2988,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2011,240000,Diesel,Manual,Third & above,12.8 kmpl,2494 CC,102 bhp,8.0,,5.1
2989,Maruti Wagon R LXI,Mumbai,2020,25422,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04 Lakh,3.25
2990,Maruti Ertiga VDI,Mumbai,2024,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.66 Lakh,9.25
2991,Maruti Alto LXi BSIII,Hyderabad,2014,66000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.7
2992,Maruti A-Star Vxi,Kochi,2016,55324,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.87
2993,BMW X5 3.0d,Bangalore,2015,90000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5.0,,17.75
2994,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2023,43000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5.0,7.35 Lakh,4.5
2995,Hyundai i10 Magna AT,Bangalore,2014,58483,Petrol,Automatic,Second,19.2 kmpl,1197 CC,80 bhp,5.0,,2.95
2996,Honda Civic 2006-2010 1.8 S AT,Pune,2013,93000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5.0,,2.6
2997,Hyundai i10 Sportz 1.2,Hyderabad,2016,50000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.0
2998,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2020,78616,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5.0,,15.5
2999,Toyota Etios G,Pune,2017,37000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,,2.8
3000,Honda City 1.5 E MT,Kolkata,2016,54801,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,2.5
3001,Maruti Swift Dzire VDI,Bangalore,2020,29000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.75
3002,Maruti Swift VXI,Pune,2016,68000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,6.99 Lakh,2.8
3003,Hyundai Verna 1.6 EX VTVT,Kolkata,2020,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,4.59
3004,Maruti Ritz VDi,Pune,2018,64290,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.65
3005,Toyota Fortuner 4x2 Manual,Mumbai,2021,31000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,19.85
3006,Jeep Compass 2.0 Limited,Pune,2024,16039,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,23.89 Lakh,18.5
3007,Hyundai i20 Asta Option 1.2,Hyderabad,2023,19860,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.95
3008,Maruti Wagon R LXI CNG,Delhi,2020,48500,CNG,Manual,Second,26.6 km/kg,998 CC,58.16 bhp,5.0,,2.85
3009,Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2018,75391,Diesel,Manual,First,13.93 kmpl,2179 CC,138 bhp,7.0,,3.75
3010,Maruti Swift Dzire LDi,Jaipur,2014,78000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,,2.3
3011,Tata Indigo eCS eLS BS IV,Kolkata,2022,78000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.3
3012,Maruti Swift LDI,Hyderabad,2022,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.27 Lakh,5.95
3013,Maruti Celerio VXI AT,Kolkata,2022,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.49
3014,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2022,19254,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,,47.7
3015,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2021,29651,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,6.43
3016,Tata Safari DICOR 2.2 LX 4x2,Bangalore,2017,80000,Diesel,Manual,First,13.93 kmpl,2179 CC,138.03 bhp,7.0,,4.5
3017,Mini Cooper S Carbon Edition,Kolkata,2024,2971,Petrol,Automatic,First,13.6 kmpl,1598 CC,181 bhp,4.0,,39.75
3018,Ford Figo Petrol Titanium,Kolkata,2021,21400,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,4.0
3019,Honda City i DTEC V,Ahmedabad,2021,77000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.98
3020,Hyundai Tucson CRDi,Delhi,2012,80000,Diesel,Manual,Second,12.6 kmpl,1991 CC,112 bhp,7.0,,1.75
3021,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2019,81755,Diesel,Manual,First,20.0 kmpl,1968 CC,108.5 bhp,5.0,,4.75
3022,Toyota Fortuner 3.0 Diesel,Hyderabad,2022,99593,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,23.5
3023,Hyundai Verna 1.6 SX,Hyderabad,2020,39791,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,7.49
3024,Mahindra XUV500 W6 2WD,Hyderabad,2021,113000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,10.85
3025,Renault KWID RXT,Mumbai,2023,24000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.5
3026,Hyundai i20 Asta 1.2,Bangalore,2021,39000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.3
3027,Honda City V AT,Bangalore,2018,37000,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,6.75
3028,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2023,61108,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7.0,,28.88
3029,Skoda Superb Elegance 1.8 TSI AT,Kochi,2022,61648,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,14.23
3030,BMW 3 Series 320d Sport,Mumbai,2018,37000,Diesel,Automatic,Third & above,22.69 kmpl,1995 CC,190 bhp,5.0,,15.0
3031,Maruti Ertiga VXI CNG,Mumbai,2019,53000,CNG,Manual,First,22.8 km/kg,1373 CC,80.9 bhp,7.0,,5.8
3032,Maruti Ritz LDi,Jaipur,2019,65000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.75
3033,Hyundai Santro Xing XP,Jaipur,2011,120000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5.0,,1.15
3034,Toyota Fortuner 3.0 Diesel,Jaipur,2017,148009,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,,12.75
3035,Maruti Swift Lxi BSIII,Mumbai,2015,53001,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,1.95
3036,Tata Tigor 1.2 Revotron XT,Mumbai,2024,22345,Petrol,Manual,First,20.3 kmpl,1199 CC,84 bhp,5.0,,4.95
3037,Honda City i VTEC CVT VX,Delhi,2021,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,8.25
3038,BMW 3 Series 320d,Hyderabad,2019,48183,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,,20.99
3039,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2016,93000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,17.5
3040,Maruti Swift VDI,Kochi,2021,53500,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.88 Lakh,5.36
3041,Maruti Ertiga VXI,Delhi,2020,17585,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,6.35
3042,Hyundai Verna 1.6 VTVT,Kolkata,2017,36226,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,2.95
3043,Land Rover Discovery Sport TD4 HSE,Coimbatore,2025,25899,Diesel,Automatic,First,12.63 kmpl,2179 CC,147.5 bhp,5.0,,55.7
3044,Hyundai Santro Xing GL,Kolkata,2015,60170,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,,1.15
3045,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2023,11200,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,37.5
3046,Hyundai i10 Magna 1.2,Kochi,2023,49045,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.07
